tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
,BMW Open,Clay,0,,2025-04-14,0,142378,0,,Arthur Muller,,0,,0,100644,0,,Alexander Zverev,,0,,0,4-6 1-6,3,1st Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1378,3,7595
,BMW Open,Clay,0,,2025-04-14,0,127157,0,,Daniel Altmaier,,0,,0,202358,0,,Chun Hsin Tseng,,0,,0,7-6 7-6,3,1st Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,867,103,587
,BMW Open,Clay,0,,2025-04-15,0,100099,0,,Thomaz Koch,,0,,0,209260,0,,Luciano Darderi,,0,,0,6-7 6-7,3,1st Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,745,47,1154
,BMW Open,Clay,0,,2025-04-15,0,100231,0,,Erik Van Dillen,,0,,0,120759,0,,Alberto Bautista,,0,,0,6-4 3-6 6-4,3,1st Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,705,53,1019
,BMW Open,Clay,0,,2025-04-15,0,210150,0,,Jakub Mensik,,0,,0,105870,0,,Yannick Hanfmann,,0,,0,6-7 6-4 3-6,3,1st Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2032,131,453
,BMW Open,Clay,0,,2025-04-15,0,206681,0,,Fabian Marozsan,,0,,0,211514,0,,Justin Engel,,0,,0,6-4 6-1,3,1st Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,805,347,146
,BMW Open,Clay,0,,2025-04-15,0,207925,0,,Flavio Cobolli,,0,,0,207686,0,,Alexander Shevchenko,,0,,0,7-6 3-6 4-6,3,1st Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1520,104,585
,BMW Open,Clay,0,,2025-04-15,0,202103,0,,Francisco Cerundolo,,0,,0,105526,0,,Jan Lennard Struff,,0,,0,6-0 6-2,3,1st Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2075,51,1030
,BMW Open,Clay,0,,2025-04-15,0,111797,0,,Nicolas Jarry,,0,,0,200005,0,,Ugo Humbert,,0,,0,6-4 3-6 2-6,3,1st Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,965,21,2145
,BMW Open,Clay,0,,2025-04-15,0,208363,0,,Mariano Navone,,0,,0,200000,0,,Felix Auger Aliassime,,0,,0,2-6 6-4 7-6,3,1st Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,865,19,2415
,BMW Open,Clay,0,,2025-04-15,0,122330,0,,Alexander Bublik,,0,,0,200267,0,,Zizou Bergs,,0,,0,7-6 4-6 5-7,3,1st Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,805,50,1071
,BMW Open,Clay,0,,2025-04-16,0,209260,0,,Luciano Darderi,,0,,0,200175,0,,Miomir Kecmanovic,,0,,0,2-6 7-6 6-4,3,2nd Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1154,48,1141
,BMW Open,Clay,0,,2025-04-16,0,100231,0,,Erik Van Dillen,,0,,0,210097,0,,Ben Shelton,,0,,0,6-7 3-6,3,2nd Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,705,15,2700
,BMW Open,Clay,0,,2025-04-16,0,100644,0,,Alexander Zverev,,0,,0,127157,0,,Daniel Altmaier,,0,,0,6-3 6-2,3,2nd Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7595,68,867
,BMW Open,Clay,0,,2025-04-16,0,105870,0,,Yannick Hanfmann,,0,,0,134868,0,,Tallon Griekspoor,,0,,0,6-7 3-6,3,2nd Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,453,37,1485
,BMW Open,Clay,0,,2025-04-17,0,105676,0,,David Goffin,,0,,0,208363,0,,Mariano Navone,,0,,0,0-6 7-5 6-1,3,2nd Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1021,70,865
,BMW Open,Clay,0,,2025-04-17,0,207686,0,,Alexander Shevchenko,,0,,0,202103,0,,Francisco Cerundolo,,0,,0,3-6 2-6,3,2nd Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,585,22,2075
,BMW Open,Clay,0,,2025-04-17,0,200267,0,,Zizou Bergs,,0,,0,212309,0,,Diego Dedura Palomero,,0,,0,6-1 6-1,3,2nd Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1071,549,67
,BMW Open,Clay,0,,2025-04-17,0,200005,0,,Ugo Humbert,,0,,0,206681,0,,Fabian Marozsan,,0,,0,4-6 4-6,3,2nd Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2145,77,805
,BMW Open,Clay,0,,2025-04-18,0,202103,0,,Francisco Cerundolo,,0,,0,105676,0,,David Goffin,,0,,0,6-2 6-4,3,Quarterfinals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2075,52,1021
,BMW Open,Clay,0,,2025-04-18,0,209260,0,,Luciano Darderi,,0,,0,210097,0,,Ben Shelton,,0,,0,4-6 3-6,3,Quarterfinals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1154,15,2700
,BMW Open,Clay,0,,2025-04-18,0,100644,0,,Alexander Zverev,,0,,0,134868,0,,Tallon Griekspoor,,0,,0,6-7 7-6 6-4,3,Quarterfinals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7595,37,1485
,BMW Open,Clay,0,,2025-04-18,0,200267,0,,Zizou Bergs,,0,,0,206681,0,,Fabian Marozsan,,0,,0,3-6 6-7,3,Quarterfinals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1071,77,805
,BMW Open,Clay,0,,2025-04-19,0,210097,0,,Ben Shelton,,0,,0,202103,0,,Francisco Cerundolo,,0,,0,2-6 7-6 6-4,3,Semifinals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2700,22,2075
,BMW Open,Clay,0,,2025-04-19,0,206681,0,,Fabian Marozsan,,0,,0,100644,0,,Alexander Zverev,,0,,0,6-7 3-6,3,Semifinals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,805,3,7595
,BMW Open,Clay,0,,2025-04-20,0,100644,0,,Alexander Zverev,,0,,0,210097,0,,Ben Shelton,,0,,0,6-2 6-4,3,The Final,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7595,15,2700
,Mutua Madrid Open,Clay,0,,2025-04-23,0,208659,0,,Giovanni Mpetshi Perricard,,0,,0,208363,0,,Mariano Navone,,0,,0,4-6 4-6,3,1st Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1464,85,750
,Mutua Madrid Open,Clay,0,,2025-04-23,0,126239,0,,Arthur Rinderknech,,0,,0,126128,0,,Roman Safiullin,,0,,0,7-6 6-1,3,1st Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,809,73,856
,Mutua Madrid Open,Clay,0,,2025-04-23,0,209409,0,,Coleman Wong,,0,,0,210748,0,,Federico Cina,,0,,0,6-7 1-6,3,1st Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,322,373,130
,Mutua Madrid Open,Clay,0,,2025-04-23,0,100099,0,,Thomaz Koch,,0,,0,110247,0,,Colin Mchugo,,0,,0,6-3 6-4,3,1st Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,745,59,947
,Mutua Madrid Open,Clay,0,,2025-04-23,0,131894,0,,Mile Cilic,,0,,0,126127,0,,Benjamin Bonzi,,0,,0,3-6 2-6,3,1st Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,563,62,908
,Mutua Madrid Open,Clay,0,,2025-04-23,0,132686,0,,Nuno Borges,,0,,0,105807,0,,Pablo Carreno Busta,,0,,0,6-7 7-6 6-3,3,1st Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1355,96,607
,Mutua Madrid Open,Clay,0,,2025-04-23,0,105583,0,,Dusan Lajovic,,0,,0,210319,0,,Ethan Quinn,,0,,0,3-6 4-6,3,1st Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,426,119,494
,Mutua Madrid Open,Clay,0,,2025-04-23,0,120759,0,,Alberto Bautista,,0,,0,144719,0,,Jaume Munar,,0,,0,6-4 2-6 6-3,3,1st Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,979,53,1002
,Mutua Madrid Open,Clay,0,,2025-04-23,0,200384,0,,Hugo Gaston,,0,,0,124116,0,,Sebastian Ofner,,0,,0,4-6 3-6,3,1st Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,776,153,378
,Mutua Madrid Open,Clay,0,,2025-04-23,0,111513,0,,Laslo Djere,,0,,0,104926,0,,Fabio Fognini,,0,,0,6-2 6-3,3,1st Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,872,112,536
,Mutua Madrid Open,Clay,0,,2025-04-23,0,124079,0,,Pedro Martinez,,0,,0,207681,0,,Francisco Comesana,,0,,0,4-6 4-6,3,1st Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1130,70,872
,Mutua Madrid Open,Clay,0,,2025-04-23,0,207678,0,,Juan Manuel Cerundolo,,0,,0,206499,0,,Aleksandar Kovacevic,,0,,0,3-6 7-5 6-2,3,1st Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,469,77,805
,Mutua Madrid Open,Clay,0,,2025-04-23,0,210506,0,,Alex Michelsen,,0,,0,122330,0,,Alexander Bublik,,0,,0,6-7 6-7,3,1st Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1445,75,820
,Mutua Madrid Open,Clay,0,,2025-04-23,0,104792,0,,Gael Monfils,,0,,0,127339,0,,Borna Gojo,,0,,0,1-6 6-2 6-4,3,1st Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1255,353,141
,Mutua Madrid Open,Clay,0,,2025-04-23,0,206681,0,,Fabian Marozsan,,0,,0,207925,0,,Flavio Cobolli,,0,,0,6-7 5-7,3,1st Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,955,36,1520
,Mutua Madrid Open,Clay,0,,2025-04-24,0,105453,0,,Kei Nishikori,,0,,0,126846,0,,Aleksandar Vukic,,0,,0,6-4 3-6 6-3,3,1st Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,898,83,758
,Mutua Madrid Open,Clay,0,,2025-04-24,0,208233,0,,Mattia Bellucci,,0,,0,106000,0,,Damir Dzumhur,,0,,0,6-4 4-6 2-6,3,1st Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,893,63,906
,Mutua Madrid Open,Clay,0,,2025-04-24,0,144869,0,,Tomas Martin Etcheverry,,0,,0,209098,0,,Hamad Medjedovic,,0,,0,6-4 6-7 6-4,3,1st Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1010,61,911
,Mutua Madrid Open,Clay,0,,2025-04-24,0,200267,0,,Zizou Bergs,,0,,0,209113,0,,Gabriel Diallo,,0,,0,1-6 2-6,3,1st Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1096,78,791
,Mutua Madrid Open,Clay,0,,2025-04-24,0,132283,0,,Lorenzo Sonego,,0,,0,200175,0,,Miomir Kecmanovic,,0,,0,6-4 7-6,3,1st Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1245,47,1166
,Mutua Madrid Open,Clay,0,,2025-04-24,0,111460,0,,Quentin Halys,,0,,0,209260,0,,Luciano Darderi,,0,,0,4-6 4-6,3,1st Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1005,46,1229
,Mutua Madrid Open,Clay,0,,2025-04-24,0,111797,0,,Nicolas Jarry,,0,,0,127157,0,,Daniel Altmaier,,0,,0,6-3 6-2,3,1st Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,965,67,892
,Mutua Madrid Open,Clay,0,,2025-04-24,0,212021,0,,Martin Landaluce,,0,,0,111815,0,,Cameron Norrie,,0,,0,7-6 5-7 4-6,3,1st Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,388,91,667
,Mutua Madrid Open,Clay,0,,2025-04-24,0,208286,0,,Matteo Arnaldi,,0,,0,106432,0,,Borna Coric,,0,,0,4-6 6-4 7-5,3,1st Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1240,104,576
,Mutua Madrid Open,Clay,0,,2025-04-24,0,209284,0,,Elmer Moller,,0,,0,211663,0,,Joao Fonseca,,0,,0,2-6 3-6,3,1st Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,522,65,897
,Mutua Madrid Open,Clay,0,,2025-04-24,0,106218,0,,Marcos Giron,,0,,0,210530,0,,Learner Tien,,0,,0,6-1 1-6 7-6,3,1st Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1240,69,880
,Mutua Madrid Open,Clay,0,,2025-04-24,0,200240,0,,Vit Kopriva,,0,,0,134868,0,,Tallon Griekspoor,,0,,0,1-6 4-6,3,1st Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,619,34,1575
,Mutua Madrid Open,Clay,0,,2025-04-24,0,124187,0,,Reilly Opelka,,0,,0,208014,0,,Rinky Hijikata,,0,,0,7-5 7-5,3,1st Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,579,84,754
,Mutua Madrid Open,Clay,0,,2025-04-24,0,102324,0,,Bart De Buyser,,0,,0,207985,0,,Jacob Fearnley,,0,,0,3-6 6-7,3,1st Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,869,68,883
,Mutua Madrid Open,Clay,0,,2025-04-25,0,126127,0,,Benjamin Bonzi,,0,,0,128034,0,,Hubert Hurkacz,,0,,0,6-4 7-5,3,2nd Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,908,28,1755
,Mutua Madrid Open,Clay,0,,2025-04-25,0,208004,0,,Harold Mayot,,0,,0,202103,0,,Francisco Cerundolo,,0,,0,3-6 4-6,3,2nd Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,354,21,2225
,Mutua Madrid Open,Clay,0,,2025-04-25,0,207681,0,,Francisco Comesana,,0,,0,209950,0,,Arthur Fils,,0,,0,7-6 6-4,3,2nd Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,872,14,2920
,Mutua Madrid Open,Clay,0,,2025-04-25,0,126239,0,,Arthur Rinderknech,,0,,0,134770,0,,Casper Ruud,,0,,0,3-6 4-6,3,2nd Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,809,15,2815
,Mutua Madrid Open,Clay,0,,2025-04-25,0,207678,0,,Juan Manuel Cerundolo,,0,,0,200000,0,,Felix Auger Aliassime,,0,,0,7-6 6-4,3,2nd Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,469,19,2375
,Mutua Madrid Open,Clay,0,,2025-04-25,0,202270,0,,Anthony Popyrin,,0,,0,122330,0,,Alexander Bublik,,0,,0,4-6 6-7,3,2nd Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1860,75,820
,Mutua Madrid Open,Clay,0,,2025-04-25,0,200624,0,,Sebastian Korda,,0,,0,210748,0,,Federico Cina,,0,,0,6-3 3-6 6-1,3,2nd Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2020,373,130
,Mutua Madrid Open,Clay,0,,2025-04-25,0,210319,0,,Ethan Quinn,,0,,0,210150,0,,Jakub Mensik,,0,,0,6-7 1-6,3,2nd Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,494,23,2032
,Mutua Madrid Open,Clay,0,,2025-04-25,0,100644,0,,Alexander Zverev,,0,,0,120759,0,,Alberto Bautista,,0,,0,6-2 6-2,3,2nd Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8085,55,979
,Mutua Madrid Open,Clay,0,,2025-04-25,0,100099,0,,Thomaz Koch,,0,,0,205176,0,,Thomas Fritz,,0,,0,1-6 4-6,3,2nd Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,745,4,5115
,Mutua Madrid Open,Clay,0,,2025-04-25,0,210416,0,,Bryce Nakashima,,0,,0,124116,0,,Sebastian Ofner,,0,,0,6-3 7-6,3,2nd Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1605,153,378
,Mutua Madrid Open,Clay,0,,2025-04-25,0,208363,0,,Mariano Navone,,0,,0,210097,0,,Ben Shelton,,0,,0,6-4 6-7 3-6,3,2nd Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,750,13,3020
,Mutua Madrid Open,Clay,0,,2025-04-25,0,200221,0,,Alejandro Davidovich Fokina,,0,,0,132686,0,,Nuno Borges,,0,,0,6-2 6-3,3,2nd Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1745,41,1355
,Mutua Madrid Open,Clay,0,,2025-04-26,0,105453,0,,Kei Nishikori,,0,,0,133430,0,,Denis Shapovalov,,0,,0,1-6 4-6,3,2nd Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,898,30,1726
,Mutua Madrid Open,Clay,0,,2025-04-26,0,207518,0,,Lorenzo Musetti,,0,,0,144869,0,,Tomas Martin Etcheverry,,0,,0,7-6 6-2,3,2nd Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3200,51,1010
,Mutua Madrid Open,Clay,0,,2025-04-26,0,202104,0,,Sebastian Baez,,0,,0,106000,0,,Damir Dzumhur,,0,,0,6-1 1-6 2-6,3,2nd Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1580,63,906
,Mutua Madrid Open,Clay,0,,2025-04-26,0,111815,0,,Cameron Norrie,,0,,0,208103,0,,Jiri Lehecka,,0,,0,2-6 6-4 6-0,3,2nd Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,667,27,1795
,Mutua Madrid Open,Clay,0,,2025-04-26,0,132283,0,,Lorenzo Sonego,,0,,0,100417,0,,Hans Gildemeister,,0,,0,2-6 3-6,3,2nd Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1245,7,3585
,Mutua Madrid Open,Clay,0,,2025-04-26,0,209113,0,,Gabriel Diallo,,0,,0,111794,0,,Kamil Majchrzak,,0,,0,7-5 4-6 6-4,3,2nd Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,791,90,669
,Mutua Madrid Open,Clay,0,,2025-04-26,0,105526,0,,Jan Lennard Struff,,0,,0,126774,0,,Stefanos Tsitsipas,,0,,0,6-3 4-6 3-6,3,2nd Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,790,18,2415
,Mutua Madrid Open,Clay,0,,2025-04-26,0,208286,0,,Matteo Arnaldi,,0,,0,104925,0,,Novak Djokovic,,0,,0,6-3 6-4,3,2nd Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1240,5,4120
,Mutua Madrid Open,Clay,0,,2025-04-26,0,207830,0,,Tomas Machac,,0,,0,207985,0,,Jacob Fearnley,,0,,0,6-1 3-6 2-6,3,2nd Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2235,68,883
,Mutua Madrid Open,Clay,0,,2025-04-26,0,105777,0,,Grigor Dimitrov,,0,,0,111797,0,,Nicolas Jarry,,0,,0,6-3 6-4,3,2nd Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2595,57,965
,Mutua Madrid Open,Clay,0,,2025-04-26,0,200005,0,,Ugo Humbert,,0,,0,142378,0,,Arthur Muller,,0,,0,2-6 7-6 6-7,3,2nd Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2185,39,1366
,Mutua Madrid Open,Clay,0,,2025-04-26,0,126610,0,,Matteo Berrettini,,0,,0,106218,0,,Marcos Giron,,0,,0,6-7 7-6 6-1,3,2nd Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1620,45,1240
,Mutua Madrid Open,Clay,0,,2025-04-26,0,134868,0,,Tallon Griekspoor,,0,,0,207733,0,,Jack Draper,,0,,0,3-6 4-6,3,2nd Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1575,6,3820
,Mutua Madrid Open,Clay,0,,2025-04-26,0,111575,0,,Karen Khachanov,,0,,0,124187,0,,Reilly Opelka,,0,,0,7-6 7-6,3,2nd Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1960,103,579
,Mutua Madrid Open,Clay,0,,2025-04-26,0,211663,0,,Joao Fonseca,,0,,0,126205,0,,Tommy Paul,,0,,0,6-7 6-7,3,2nd Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,897,12,3160
,Mutua Madrid Open,Clay,0,,2025-04-27,0,210416,0,,Bryce Nakashima,,0,,0,207925,0,,Flavio Cobolli,,0,,0,7-5 6-3,3,3rd Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1605,36,1520
,Mutua Madrid Open,Clay,0,,2025-04-27,0,126094,0,,Andrey Rublev,,0,,0,122330,0,,Alexander Bublik,,0,,0,4-6 6-0 4-6,3,3rd Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3530,75,820
,Mutua Madrid Open,Clay,0,,2025-04-27,0,100644,0,,Alexander Zverev,,0,,0,200221,0,,Alejandro Davidovich Fokina,,0,,0,2-6 7-6 7-6,3,3rd Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8085,29,1745
,Mutua Madrid Open,Clay,0,,2025-04-27,0,207678,0,,Juan Manuel Cerundolo,,0,,0,106421,0,,Daniil Medvedev,,0,,0,2-6 2-6,3,3rd Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,469,10,3290
,Mutua Madrid Open,Clay,0,,2025-04-27,0,210150,0,,Jakub Mensik,,0,,0,210097,0,,Ben Shelton,,0,,0,6-1 6-4,3,3rd Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2032,13,3020
,Mutua Madrid Open,Clay,0,,2025-04-27,0,207681,0,,Francisco Comesana,,0,,0,202103,0,,Francisco Cerundolo,,0,,0,4-6 4-6,3,3rd Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,872,21,2225
,Mutua Madrid Open,Clay,0,,2025-04-27,0,134770,0,,Casper Ruud,,0,,0,200624,0,,Sebastian Korda,,0,,0,6-3 6-3,3,3rd Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2815,24,2020
,Mutua Madrid Open,Clay,0,,2025-04-28,0,106000,0,,Damir Dzumhur,,0,,0,208286,0,,Matteo Arnaldi,,0,,0,3-6 4-6,3,3rd Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,906,44,1240
,Mutua Madrid Open,Clay,0,,2025-04-29,0,100417,0,,Hans Gildemeister,,0,,0,133430,0,,Denis Shapovalov,,0,,0,6-3 7-6,3,3rd Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3585,30,1726
,Mutua Madrid Open,Clay,0,,2025-04-29,0,111575,0,,Karen Khachanov,,0,,0,126205,0,,Tommy Paul,,0,,0,3-6 6-3 2-6,3,3rd Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1960,12,3160
,Mutua Madrid Open,Clay,0,,2025-04-29,0,126207,0,,Frances Tiafoe,,0,,0,142378,0,,Arthur Muller,,0,,0,6-3 6-3,3,3rd Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2550,39,1366
,Mutua Madrid Open,Clay,0,,2025-04-29,0,111815,0,,Cameron Norrie,,0,,0,209113,0,,Gabriel Diallo,,0,,0,6-2 4-6 4-6,3,3rd Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,667,78,791
,Mutua Madrid Open,Clay,0,,2025-04-29,0,105777,0,,Grigor Dimitrov,,0,,0,207985,0,,Jacob Fearnley,,0,,0,6-4 7-6,3,3rd Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2595,68,883
,Mutua Madrid Open,Clay,0,,2025-04-29,0,126774,0,,Stefanos Tsitsipas,,0,,0,207518,0,,Lorenzo Musetti,,0,,0,5-7 6-7,3,3rd Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2415,11,3200
,Mutua Madrid Open,Clay,0,,2025-04-29,0,210150,0,,Jakub Mensik,,0,,0,122330,0,,Alexander Bublik,,0,,0,6-3 6-2,3,4th Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2032,75,820
,Mutua Madrid Open,Clay,0,,2025-04-29,0,100644,0,,Alexander Zverev,,0,,0,202103,0,,Francisco Cerundolo,,0,,0,5-7 3-6,3,4th Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8085,21,2225
,Mutua Madrid Open,Clay,0,,2025-04-29,0,106421,0,,Daniil Medvedev,,0,,0,210416,0,,Bryce Nakashima,,0,,0,3-6 6-1 6-4,3,4th Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3290,32,1605
,Mutua Madrid Open,Clay,0,,2025-04-29,0,205176,0,,Thomas Fritz,,0,,0,134770,0,,Casper Ruud,,0,,0,5-7 4-6,3,4th Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5115,15,2815
,Mutua Madrid Open,Clay,0,,2025-04-30,0,208286,0,,Matteo Arnaldi,,0,,0,126207,0,,Frances Tiafoe,,0,,0,6-3 7-5,3,4th Round,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1240,17,2550
